star_x_au,star_z_au,planet_x_au,planet_z_au
2.241111846703406068e-04,4.515028513107909058e-04,-3.031233513943639712e-01,-6.106837445652646412e-01
2.193673992746730729e-04,4.536391678610986493e-04,-2.967071070219753359e-01,-6.135732363740784567e-01
2.145936838411014586e-04,4.557135905403028619e-04,-2.902503805406273507e-01,-6.163790131390969318e-01
2.097906576308696642e-04,4.577257682162622228e-04,-2.837540095370023607e-01,-6.191005999337718668e-01
2.049589427194175423e-04,4.596753519308160790e-04,-2.772188354041454361e-01,-6.217375247719887366e-01
2.000991640949731744e-04,4.615619948789561624e-04,-2.706457034748167012e-01,-6.242893185798971123e-01
1.952119497586714606e-04,4.633853523904017668e-04,-2.640354631569069577e-01,-6.267555151709884864e-01
1.902979308262096739e-04,4.651450819136089586e-04,-2.573889680709329775e-01,-6.291356512244693500e-01
1.853577416310537500e-04,4.668408430022428232e-04,-2.507070761896300626e-01,-6.314292662669627187e-01
1.803920198292078864e-04,4.684722973041451663e-04,-2.439906499796588024e-01,-6.336359026575864029e-01
1.754014065055610342e-04,4.700391085528330131e-04,-2.372405565454445697e-01,-6.357551055764557590e-01
1.703865462818235062e-04,4.715409425615670470e-04,-2.304576677751687952e-01,-6.377864230166591097e-01
1.653480874260688019e-04,4.729774672200276085e-04,-2.236428604889300897e-01,-6.397294057797626721e-01
1.602866819638936575e-04,4.743483524936433567e-04,-2.167970165890948653e-01,-6.415836074749027285e-01
1.552029857912119888e-04,4.756532704256164509e-04,-2.099210232128573272e-01,-6.433485845215241028e-01
1.500976587886960903e-04,4.768918951416941786e-04,-2.030157728870282952e-01,-6.450238961558349970e-01
1.449713649378808636e-04,4.780639028577361987e-04,-1.960821636850725858e-01,-6.466091044410410271e-01
1.398247724389447655e-04,4.791689718901331278e-04,-1.891210993864147205e-01,-6.481037742814376168e-01
1.346585538301825447e-04,4.802067826691322526e-04,-1.821334896380324975e-01,-6.495074734404338024e-01
1.294733861091837271e-04,4.811770177551301614e-04,-1.751202501183581894e-01,-6.508197725625891605e-01
1.242699508557315396e-04,4.820793618579972376e-04,-1.680823027035061867e-01,-6.520402451997506788e-01
1.190489343564356359e-04,4.829135018594976603e-04,-1.610205756358461804e-01,-6.531684678413776091e-01
1.138110277311121506e-04,4.836791268388770633e-04,-1.539360036949395105e-01,-6.542040199491500063e-01
1.085569270609245096e-04,4.843759281016887059e-04,-1.468295283708569432e-01,-6.551464839959578734e-01
1.032873335182968717e-04,4.850035992119356766e-04,-1.397020980398940015e-01,-6.559954455093751635e-01
9.800295349861238333e-05,4.855618360276096304e-04,-1.325546681427006435e-01,-6.567504931197284401e-01
9.270449875370710214e-05,4.860503367397075937e-04,-1.253882013648395244e-01,-6.574112186128692192e-01
8.739268652716975481e-05,4.864688019148177443e-04,-1.182036678197866814e-01,-6.579772169877731169e-01
8.206823969145662511e-05,4.868169345413608513e-04,-1.110020452343874198e-01,-6.584480865190849297e-01
7.673188688682969054e-05,4.870944400795878247e-04,-1.037843191367780332e-01,-6.588234288247426518e-01
7.138436266212452646e-05,4.873010265154281337e-04,-9.655148304678286275e-02,-6.591028489388106593e-01
6.602640761735422521e-05,4.874364044182944258e-04,-8.930453866879400904e-02,-6.592859553896642799e-01
6.065876854815267094e-05,4.875002870029524144e-04,-8.204449608713938746e-02,-6.593723602836717435e-01
5.528219859205987406e-05,4.874923901955658680e-04,-7.477237396394212365e-02,-6.593616793945233923e-01
